Net Value Per Share (B),Total debt/Total net worth,Debt ratio %,Net worth/Assets,Total Asset Turnover,Quick Assets/Total Assets,Current Assets/Total Assets,Quick Assets/Current Liability,Current Liability to Assets,Working Capital/Equity,Long-term Liability to Current Assets,Total expense/Assets,Working capitcal Turnover Rate,Cash Flow to Sales,Current Liability to Liability,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Net Income Flag,Equity to Liability,Bankrupt?,Operating Expense Rate,Total income/Total expense
0.176647,0.00138976,0.0389092,0.961091,0.281859,0.545501,0.917684,0.0233702,0.0426378,0.74217,0,0.0339232,0.593996,0.671576,0.972665,0.315732,0.00709028,0,0.814027,1,0.0977607,0,9.35e+09,0.00232098
0.214867,0.00850272,0.142637,0.857363,0.110945,0.3278,0.428884,0.00458525,0.129032,0.73222,0.00489309,0.0200371,0.593919,0.671608,0.858633,0.32198,0.0468104,0,0.804746,1,0.0256855,0,0.000154953,0.00230495
0.16628,0.00264639,0.0662394,0.933761,0.0464768,0.873525,0.861881,0.0230598,0.0691377,0.741302,0.000318281,0.0643825,0.594291,0.671508,0.962663,0.310024,0.0124016,0,0.711125,1,0.05823,0,0.000665719,0.00200491
0.187097,0.00644908,0.122351,0.877649,0.37931,0.201221,0.192775,0.00560611,0.0658613,0.731598,0.014273,0.0323355,0.593913,0.671565,0.503579,0.30891,0.0523458,0,0.833637,1,0.0305041,0,7.25e+09,0.00242902
0.17593,0.00980038,0.153218,0.846782,0.274363,0.638746,0.762349,0.00721685,0.160178,0.737675,0,0.0384335,0.593943,0.671571,0.996255,0.313627,0.0328101,0,0.814156,1,0.0236668,0,0.000132288,0.00231087
0.172264,0.00336315,0.0793905,0.920609,0.176912,0.694791,0.927007,0.0152842,0.0829417,0.742181,0,0.0275946,0.594049,0.671539,0.972575,0.307453,0.0138594,0,0.818861,1,0.0483944,0,0.000170679,0.00237177
0.183305,0.00170164,0.0462557,0.953744,0.0809595,0.533546,0.557054,0.0190861,0.051093,0.737244,0,0.0209421,0.594063,0.671596,0.994668,0.316945,0.0141943,0,0.809578,1,0.0829102,0,0.000153681,0.00234112
0.174371,0.0109567,0.161502,0.838498,0.181409,0.688602,0.893802,0.00747447,0.166738,0.740759,0,0.0598773,0.593972,0.671558,0.985008,0.308554,0.029133,0,0.808347,1,0.0222659,0,0.000245959,0.00226531
0.177194,0.00309231,0.0746138,0.925386,0.065967,0.684073,0.65536,0.0302517,0.041245,0.7399,0.00615186,0.035999,0.594139,0.671547,0.508168,0.312055,0.00968503,0,0.832849,1,0.0515908,0,0.000458152,0.00240502
0.185917,0.00805497,0.138646,0.861354,0.163418,0.712392,0.807189,0.00980007,0.132094,0.740047,0.00162272,0.0331887,0.593985,0.671568,0.904452,0.313295,0.0255168,0,0.802357,1,0.0265296,0,0.000162701,0.00226294
0.172475,0.00268104,0.0669045,0.933096,0.0389805,0.183682,0.298745,0.00522928,0.0645277,0.733291,0.00266352,0.0134982,0.593991,0.671582,0.889094,0.315076,0.0334086,0,0.818224,1,0.0576317,0,0.000333149,0.00251178
0.185454,0.0183615,0.198083,0.801917,0.455772,0.6037,0.680845,0.00551631,0.196946,0.733436,0.00107434,0.0282857,0.593918,0.67159,0.952349,0.333424,0.0452101,0,0.812521,1,0.0174481,0,6.39e+07,0.00233003
0.18086,0.00289078,0.0708952,0.929105,0.413793,0.48573,0.863331,0.011946,0.0742513,0.741269,5.79e+08,0.0456914,0.593981,0.671576,0.969397,0.315926,0.0133121,0,0.843952,1,0.0543452,0,0.000125003,0.00240939
0.184105,0.0013852,0.0387883,0.961212,0.128936,0.448455,0.503312,0.0204524,0.0401002,0.736856,0,0.0366329,0.594006,0.671567,0.916964,0.313746,0.0123052,0,0.803936,1,0.0980365,0,0.000195541,0.00226719
0.162951,0.0213079,0.207697,0.792303,0.329835,0.436319,0.693906,0.00378842,0.205526,0.73304,0.00069155,0.0335976,0.593918,0.671582,0.948589,0.323006,0.0463031,0,0.811754,1,0.0164566,0,9.2e+09,0.0023103
0.193797,0.020892,0.206458,0.793542,0.392804,0.799146,0.890084,0.00725691,0.198979,0.741081,0.00163486,0.0171609,0.593938,0.671566,0.923436,0.307754,0.0349542,0,0.807103,1,0.0165798,0,3.89e+09,0.00234098
0.192027,0.0146016,0.182332,0.817668,0.326837,0.623315,0.614273,0.00592899,0.189484,0.731989,0,0.0251588,0.593915,0.671578,0.994268,0.318749,0.0481822,0,0.819373,1,0.0192893,0,8.49e+09,0.00238898
0.189035,0.00209832,0.0550534,0.944947,0.0509745,0.374511,0.482189,0.0114588,0.0598212,0.735997,0,0.0193482,0.59412,0.671693,0.990944,0.321354,0.0192422,0,0.772008,1,0.0699963,0,0.000293485,0.00201868
0.174076,0.0203622,0.204825,0.795175,0.170915,0.607326,0.705754,0.00594935,0.184052,0.735981,0.00400854,0.0235449,0.593934,0.671577,0.859897,0.317272,0.0407507,0,0.80585,1,0.016744,0,0.000105345,0.00230179
0.171421,0.00412369,0.0918161,0.908184,0.167916,0.589474,0.957749,0.0121135,0.0887403,0.742995,0,0.0384019,0.594068,0.671604,0.904749,0.321097,0.0143612,0,0.818795,1,0.0415771,0,0.000229885,0.00233156
0.140491,0.0171076,0.193337,0.806663,0.0554723,0.311142,0.394551,0.00539856,0.104602,0.733835,0.0244561,0.116288,0.593947,0.671549,0.511592,0.310591,0.0411911,0,0.694648,1,0.0179731,0,0.00175074,0.00208114
0.165985,0.0118112,0.167034,0.832966,0.395802,0.727429,0.907659,0.00762177,0.172727,0.740987,0,0.0526873,0.59396,0.671577,0.98741,0.317078,0.0297254,0,0.809296,1,0.0214054,0,0.000209765,0.00227322
0.197463,0.00860394,0.143544,0.856456,0.521739,0.891536,0.897888,0.0119736,0.135444,0.742056,0.00170256,0.0236072,0.593944,0.671587,0.896467,0.328963,0.0235159,0,0.830977,1,0.0255057,0,4.24e+09,0.00248337
0.176942,0.00178006,0.0480697,0.95193,0.077961,0.368056,0.381895,0.0127977,0.052679,0.734838,0,0.0167128,0.593999,0.671354,0.990091,0.293138,0.0213702,0,0.835533,1,0.0799217,0,0.000182706,0.00263444
0.172348,0.00637522,0.121504,0.878496,0.0734633,0.32003,0.426575,0.00658892,0.0884964,0.734674,0.00774891,0.0223721,0.593974,0.671637,0.685606,0.323059,0.0322362,0,0.808545,1,0.0307342,0,0.000171026,0.00232613
0.12726,0.0136587,0.177586,0.822414,0.110945,0.262011,0.394838,0.00253341,0.182771,0.726423,0,1,0.593897,0.671407,0.984024,0.165342,0.0720074,0,0,1,0.0199084,0,0.00274163,0.00209396
0.220598,0.00141438,0.0394836,0.960516,0.13943,0.728537,0.697957,0.0313397,0.0423945,0.739323,0,0.0315366,0.594061,0.671564,0.953725,0.313321,0.00934006,0,0.849553,1,0.0963729,0,0.000232661,0.00252026
0.156251,0.0020427,0.0538743,0.946126,0.00149925,0.208853,0.213969,0.0066142,0.0580622,0.732333,0,0.0689475,0.594455,0.666613,0.981625,0.303637,0.0417008,0,0.681837,1,0.071523,0,0.0256514,0.00194725
0.165353,0.001025,0.0297185,0.970281,0.011994,0.32816,0.337778,0.0189854,0.0316792,0.734944,0,0.0162863,0.59449,0.6714,0.920082,0.312007,0.0144853,0,0.746364,1,0.125295,0,0.00104281,0.00171012
0.157684,0.0017372,0.0471022,0.952898,0.0644678,0.77669,0.828433,0.0332019,0.0426506,0.741299,0.000817896,0.0972937,0.594426,0.671657,0.815619,0.31893,0.00788261,0,0.699016,1,0.0815135,0,0.00223664,0.00205976
0.18204,0.00201351,0.0532394,0.946761,0.227886,0.610449,0.757134,0.0199205,0.0559782,0.739946,0,0.058498,0.593982,0.671575,0.956766,0.315567,0.0114122,0,0.843401,1,0.0723648,0,0.000201901,0.0023685
0.173149,0.00100402,0.0291441,0.970856,0.0584708,0.671131,0.642961,0.0379961,0.0321552,0.738765,0,0.0235943,0.594242,0.671795,0.949523,0.327765,0.00765787,0,0.774923,1,0.127421,0,0.000443582,0.00207779
0.171506,0.0741681,0.264867,0.735133,0.808096,0.745017,1,0.00484877,0.274972,0.743185,0,0.00487677,0.593918,0.671577,1,0.359198,0.0430728,0,0.797201,1,0.0120281,0,4.05e+08,0.00227398
0.168598,0.00702997,0.128609,0.871391,0.0314843,0.236958,0.307492,0.00543772,0.0795637,0.732989,0.0185561,0.0246829,0.593978,0.671528,0.581482,0.312474,0.040052,0,0.772953,1,0.0288624,0,0.00063947,0.00207086
0.166955,0.00334218,0.0790277,0.920972,0.13943,0.475337,0.56581,0.0102513,0.0845787,0.736491,0,0.0169916,0.593987,0.671584,0.996312,0.316626,0.0232427,0,0.782039,1,0.0486211,0,0.000101644,0.0020902
0.157768,0.00424407,0.0936602,0.90634,0.0914543,0.454604,0.520299,0.0108678,0.0763763,0.736507,0.00463827,0.0249538,0.594022,0.671665,0.762144,0.325737,0.0228081,0,0.836814,1,0.040711,0,0.000281806,0.00250965
0.152838,0.0373585,0.238776,0.761224,0.236882,0.318797,0.605124,0.00260889,0.215365,0.726712,0.00487919,0.0909831,0.593904,0.67157,0.86552,0.311535,0.0556112,0,0.720467,1,0.0137917,0,0.000137145,0.00208823
0.188108,0.00225517,0.0583487,0.941651,0.0884558,0.355071,0.394709,0.0108201,0.0600793,0.734804,0,0.00865084,0.593983,0.671581,0.942105,0.3156,0.0236001,0,0.80523,1,0.0660875,0,6.3e+08,0.00241319
0.206186,0.00627673,0.120386,0.879614,0.209895,0.671969,0.674732,0.00960893,0.127096,0.736994,0,0.0560611,0.593951,0.671577,0.999234,0.31629,0.0293706,0,0.800567,1,0.0310505,0,0.000189413,0.00224402
0.147908,0.0184846,0.198537,0.801463,0.0449775,0.161,0.188397,0.00360274,0.0815438,0.729468,0.060276,0.0246113,0.593869,0.671556,0.385173,0.312014,0.0662503,0,0.750916,1,0.0174004,0,0.00025625,0.00191749
0.163794,0.00822915,0.140218,0.859782,0.103448,0.218616,0.578433,0.00431111,0.0921896,0.738006,0.00906534,0.0361027,0.593992,0.671581,0.620186,0.316441,0.0247966,0,0.759249,1,0.0261897,0,0.000252897,0.00205634
0.167165,0.00426778,0.094023,0.905977,0.0944528,0.573432,0.550323,0.0111764,0.0935162,0.736086,0,0.0556913,0.593993,0.671529,0.932325,0.30803,0.0264399,0,0.772337,1,0.0405472,0,0.000251741,0.00215753
0.187982,0.00553443,0.111497,0.888503,0.0974513,0.275549,0.532234,0.00546317,0.0917877,0.736251,0.00466533,0.021032,0.593991,0.671567,0.774598,0.31378,0.0268287,0,0.794773,1,0.0337762,0,0.000146858,0.00222043
0.175425,0.0237327,0.214318,0.785682,0.323838,0.658782,0.947231,0.00809193,0.147604,0.751044,0.00808696,0.0290138,0.593964,0.671573,0.656226,0.314954,0.0243051,0,0.805901,1,0.0158243,0,6.95e+09,0.00228855
0.178796,0.00532104,0.108746,0.891254,0.109445,0.543915,0.575978,0.00979305,0.101134,0.736427,0.00140313,0.0234173,0.593992,0.671595,0.875708,0.318258,0.0273351,0,0.818493,1,0.0346958,0,0.000157844,0.00239438
0.170241,0.00418479,0.0927533,0.907247,0.166417,0.244834,0.476318,0.00805567,0.0558308,0.736865,0.00848974,0.0294572,0.59397,0.671583,0.559314,0.31729,0.0181704,0,0.808552,1,0.041131,0,0.000150327,0.00230304
0.196915,0.00385924,0.0876742,0.912326,0.0434783,0.0875634,0.083888,0.0154306,0.010693,0.73279,0.0948037,0.00592299,0.593955,0.671577,0.104101,0.314873,0.019178,0,0.811929,1,0.0436506,0,0.000104882,0.00269052
0.181577,0.00718044,0.130151,0.869849,0.364318,0.702133,0.941704,0.00935617,0.136298,0.742076,0,0.0414281,0.593952,0.671573,0.993463,0.315051,0.0225585,0,0.796929,1,0.0284772,0,9.44e+09,0.00223399
0.173697,0.00769294,0.13523,0.86477,0.410795,0.755576,0.804431,0.00974857,0.140779,0.73923,0,0.0685629,0.593943,0.671579,0.988678,0.31962,0.0273017,0,0.81752,1,0.0272832,0,0.000137261,0.00228368
0.172643,0.00220775,0.0573813,0.942619,0.161919,0.339893,0.443831,0.0106073,0.0586895,0.735548,0,0.0503462,0.593957,0.671571,0.934881,0.314166,0.020507,0,0.796551,1,0.0671996,0,0.000192419,0.00223199
0.189794,0.00554902,0.111679,0.888321,0.413793,0.599328,0.79421,0.0102646,0.106291,0.740162,0.00134218,0.0623199,0.593946,0.671578,0.897449,0.318897,0.0208281,0,0.80641,1,0.0337138,0,0.000124656,0.00225862
0.199612,0.00388751,0.0881277,0.911872,0.17991,0.859217,0.918222,0.0177021,0.0885438,0.742172,0,0.0489448,0.594041,0.671592,0.939426,0.319114,0.014954,0,0.822444,1,0.0434134,0,0.00028886,0.00232241
0.19582,0.00132593,0.0373371,0.962663,0.0614693,0.40491,0.463869,0.0178304,0.0415713,0.736253,0,0.0177055,0.594099,0.671741,0.98448,0.325799,0.0138567,0,0.806978,1,0.101603,0,0.000277874,0.00233636
0.186381,0.00760357,0.134353,0.865647,0.166417,0.615388,0.698406,0.0104441,0.107264,0.739256,0.00303801,0.0207843,0.593974,0.671564,0.75498,0.311563,0.0239165,0,0.802426,1,0.0274808,0,6.73e+09,0.0022832
0.156715,0.0128754,0.173323,0.826677,0.0689655,0.306652,0.29399,0.00301624,0.180714,0.724051,0,0.0504885,0.593793,0.671558,0.99652,0.312018,0.0951482,0,0.746874,1,0.0204916,0,0.000453873,0.00206393
0.184611,0.00484137,0.102307,0.897693,0.122939,0.194352,0.305286,0.00613773,0.058265,0.734007,0.0159424,0.0188143,0.593943,0.671572,0.530436,0.314519,0.0295228,0,0.789187,1,0.0370547,0,9.79e+09,0.00216861
0.16687,0.0108837,0.161018,0.838982,0.077961,0.430705,0.555892,0.00557986,0.139488,0.734562,0.00314622,0.0468246,0.593953,0.671546,0.82432,0.30958,0.039126,0,0.789903,1,0.0223459,0,0.000393742,0.0022079
0.162361,0.00119644,0.0341022,0.965898,0.065967,0.387809,0.51285,0.0235576,0.0300964,0.737309,0,0.0221269,0.59409,0.671547,0.772491,0.312356,0.00902237,0,0.79567,1,0.110511,0,0.000153103,0.00222783
0.180776,0.012134,0.169,0.831,0.0884558,0.284193,0.282552,0.00494927,0.104162,0.730566,0.0163912,0.0358478,0.593898,0.671577,0.583115,0.315528,0.0569977,0,0.786451,1,0.0211114,0,0.000231157,0.00218471
0.187687,0.00064655,0.0194697,0.98053,0.0569715,0.543214,0.605746,0.0451505,0.021822,0.738483,0,0.0208649,0.594194,0.671618,0.911769,0.317607,0.00546724,0,0.840415,1,0.180967,0,0.000297995,0.00259392
0.174413,0.0341796,0.234423,0.765577,0.667166,0.67814,0.777831,0.00541893,0.22486,0.734634,0.0023862,0.0285066,0.593917,0.671572,0.921009,0.31514,0.045226,0,0.796566,1,0.0141216,0,2.49e+08,0.00223367
0.168303,0.00108062,0.0311395,0.968861,0.0974513,0.619168,0.594029,0.0334596,0.0337216,0.73813,0,0.149435,0.594055,0.67149,0.939039,0.304209,0.00871927,0,0.776235,1,0.120018,0,0.00110699,0.0022074
0.165985,0.00174359,0.0472231,0.952777,0.0464768,0.194133,0.393076,0.0088513,0.04054,0.735513,0,0.0385918,0.59407,0.671511,0.772938,0.310529,0.0159534,0,0.740557,1,0.0813005,0,0.00055494,0.00198481
0.199654,0.0028233,0.0696557,0.930344,0.0884558,0.276229,0.301684,0.0103117,0.0492049,0.734092,0.00435956,0.0121817,0.593962,0.671592,0.650191,0.317149,0.0252168,0,0.804852,1,0.05535,0,0.000105807,0.0023548
0.174497,0.00253513,0.0640626,0.935937,0.0404798,0.195715,0.192337,0.00736441,0.0490263,0.732464,0.0104256,0.0187802,0.593941,0.671583,0.701963,0.315213,0.039071,0,0.77535,1,0.0602231,0,0.000193922,0.00204269
0.181071,0.0146263,0.182453,0.817547,0.184408,0.557966,0.711373,0.00623809,0.16158,0.737506,0.00389123,0.0332933,0.593948,0.671575,0.845247,0.315936,0.0354692,0,0.801593,1,0.0192741,0,0.000140267,0.00225891
0.171801,0.00557455,0.111981,0.888019,0.157421,0.800264,0.774458,0.0124209,0.117302,0.739162,0,0.131637,0.593991,0.671558,0.988995,0.310738,0.0235966,0,0.815366,1,0.0336116,0,0.000761698,0.00225513
0.18183,0.015323,0.185748,0.814252,0.112444,0.648542,0.769243,0.00604336,0.193443,0.736283,0,0.0325677,0.593952,0.671585,0.996922,0.318865,0.0393116,0,0.798007,1,0.0188666,0,0.000227688,0.00224076
0.156462,0.00489609,0.103063,0.896937,0.152924,0.556766,0.741457,0.012438,0.0816797,0.740274,0.0029833,0.04305,0.594027,0.671587,0.743054,0.317745,0.017103,0,0.796131,1,0.0367639,0,0.000276602,0.00223067
0.177405,0.0038638,0.0877347,0.912265,0.271364,0.548386,0.648106,0.0245343,0.04082,0.740304,0.00821042,0.0333167,0.593968,0.671595,0.428826,0.324599,0.00969275,0,0.814279,1,0.0436109,0,9.92e+09,0.00232393
0.169104,0.00894956,0.146446,0.853554,0.112444,0.517435,0.583192,0.00655318,0.142905,0.734669,0.000948378,0.0196685,0.593946,0.671568,0.927891,0.313568,0.0382204,0,0.800733,1,0.0249253,0,0.000111358,0.00227152
0.18086,0.00299474,0.0728301,0.92717,0.131934,0.468957,0.718568,0.011579,0.0739654,0.739184,0.000642123,0.104731,0.593988,0.671571,0.941192,0.314114,0.0159661,0,0.814931,1,0.0528835,0,0.000414094,0.0022609
0.169694,0.0073765,0.132116,0.867884,0.0704648,0.308011,0.397525,0.00650242,0.0863421,0.734401,0.0133175,0.0146236,0.593965,0.671569,0.615365,0.314123,0.0337283,0,0.799789,1,0.0280031,0,0.000121765,0.00227485
0.173781,0.0108126,0.160535,0.839465,0.337331,0.65201,0.947401,0.00712029,0.165649,0.742105,0,0.075019,0.593953,0.671569,0.984404,0.311941,0.0272989,0,0.80097,1,0.0224246,0,0.000216009,0.00224137
0.164932,0.0188101,0.199686,0.800314,0.266867,0.733371,0.878329,0.00637857,0.207303,0.739108,2.87e+09,0.0390157,0.593946,0.671571,0.995212,0.313459,0.0369133,0,0.776985,1,0.0172775,0,0.000136682,0.00214694
0.207534,0.00467723,0.100009,0.899991,0.233883,0.772643,0.81726,0.0134324,0.104811,0.740152,0,0.0241836,0.593981,0.671543,0.98542,0.30445,0.0199524,0,0.849317,1,0.0379706,0,9.84e+09,0.00260685
0.185833,0.0200686,0.203888,0.796112,0.404798,0.517914,0.872201,0.00443987,0.208905,0.739022,0.000311799,0.0309193,0.593934,0.671583,0.982373,0.325607,0.0374615,0,0.802514,1,0.0168386,0,6.34e+09,0.00226622
0.162319,0.00800299,0.138162,0.861838,0.0524738,0.16967,0.350148,0.00430062,0.0722882,0.73446,0.0209314,0.0441453,0.593985,0.671553,0.490725,0.312622,0.0320026,0,0.750507,1,0.0266341,0,0.000489142,0.00205414
0.175298,0.00126301,0.035765,0.964235,0.0974513,0.584974,0.634596,0.0268473,0.0397698,0.73851,0,0.051548,0.59408,0.671439,0.978626,0.299586,0.00964368,0,0.813123,1,0.1057,0,0.000497815,0.00228685
0.179133,0.00245215,0.0623999,0.9376,0.00449775,0.0772944,0.0829848,0.0121941,0.0120934,0.732617,0.0644443,0.0153367,0.594241,0.670338,0.170512,0.307023,0.0218402,0,0.767153,1,0.0618239,0,0.00310345,0.0019094
0.156546,0.000735006,0.0219186,0.978081,0.0644678,0.667208,0.727139,0.054483,0.0221782,0.740018,0,0.0488815,0.594214,0.671425,0.838333,0.303317,0.00458998,0,0.799581,1,0.163617,0,0.000680405,0.00224264
0.166323,0.0106439,0.159355,0.840645,0.116942,0.494562,0.528457,0.00753256,0.119207,0.735474,0.00928283,0.0140388,0.593951,0.671571,0.709727,0.314215,0.03514,0,0.781936,1,0.0226151,0,5.79e+09,0.00205958
0.167207,0.0117619,0.166732,0.833268,0.253373,0.614451,0.792446,0.00656834,0.169029,0.738302,0.000567785,0.0342344,0.593946,0.671594,0.967729,0.327277,0.0333192,0,0.7813,1,0.0214515,0,0.000106848,0.00215688
0.18794,0.00349447,0.0816579,0.918342,0.0794603,0.416486,0.421309,0.0117591,0.064764,0.735293,0.00553795,0.0117996,0.593991,0.671548,0.736823,0.311583,0.0238501,0,0.800274,1,0.0470129,0,0.000101529,0.00229261
0.175214,0.00538943,0.109653,0.890347,0.137931,0.447795,0.52291,0.00854037,0.0954893,0.735824,0.00348368,0.0188119,0.59396,0.67158,0.819606,0.31643,0.0284137,0,0.80186,1,0.0343921,0,8.14e+09,0.00228365
0.161182,0.00513775,0.106358,0.893642,0.110945,0.292676,0.562783,0.00852726,0.0628782,0.73834,0.00901206,0.0420368,0.59401,0.671596,0.551953,0.319168,0.0173285,0,0.769997,1,0.0355482,0,0.000146974,0.00212451
0.184484,0.000415835,0.0128186,0.987181,0.0449775,0.374657,0.358931,0.0427292,0.0158683,0.735628,0.000235235,0.0269723,0.594172,0.671425,0.926481,0.308569,0.00677935,0,0.756955,1,0.252493,0,0.000489142,0.00198307
0.185032,0.00600498,0.117242,0.882758,0.047976,0.255864,0.349373,0.00641804,0.0729147,0.734113,0.01444,0.0146848,0.593993,0.671601,0.583051,0.316823,0.0323517,0,0.791298,1,0.0319716,0,0.00013807,0.00217593
0.170031,0.00233086,0.059951,0.940049,0.0389805,0.19937,0.513703,0.0104349,0.0353187,0.737665,0.00596347,0.0426246,0.594196,0.671329,0.53628,0.300554,0.0105975,0,0.770723,1,0.0643588,0,0.000852241,0.00212887
0.198053,0.00904896,0.147293,0.852707,0.095952,0.389805,0.394353,0.00763952,0.0929287,0.734097,0.010917,0.0172737,0.593946,0.67158,0.595408,0.31614,0.0365995,0,0.804799,1,0.0247662,0,0.000111936,0.00231748
0.17572,0.0048432,0.102337,0.897663,0.0914543,0.386866,0.374961,0.0174296,0.0406469,0.736209,0.017924,0.0186618,0.593993,0.671582,0.366346,0.316076,0.0167687,0,0.82087,1,0.0370469,0,8.68e+09,0.00245803
0.187013,0.0175599,0.19509,0.80491,0.109445,0.470286,0.571226,0.0079266,0.107871,0.739338,0.0171984,0.0128617,0.593994,0.671605,0.5232,0.323219,0.0294099,0,0.809743,1,0.0177751,1,9.68e+08,0.00241313
0.147697,0.00531375,0.108656,0.891344,0.0104948,0.138039,0.201194,0.00920366,0.0280073,0.733978,0.0403658,0.053477,0.594194,0.67149,0.233874,0.312849,0.0213892,0,0.704625,1,0.0347294,1,0.00326974,0.00193826
0.15267,0.0157379,0.187593,0.812407,0.112444,0.167059,0.237419,0.00214823,0.137937,0.725575,0.0086494,0.0271561,0.593867,0.671571,0.699852,0.314095,0.0894867,0,0.7487,1,0.0186409,1,8.93e+09,0.00193282
0.142598,0.0174824,0.194788,0.805212,0.236882,0.518626,0.779148,0.00595091,0.157383,0.74085,0.00566,0.16123,0.593937,0.671547,0.770974,0.286324,0.0315388,0,0.514453,1,0.0178083,1,0.000300655,0.0019317
0.179933,0.00529642,0.108444,0.891556,0.047976,0.305771,0.357399,0.0110484,0.0507764,0.735443,0.0172807,0.0723271,0.594021,0.671564,0.434862,0.313781,0.0219991,0,0.685548,1,0.034808,1,0.000112052,0.00196922
0.136404,0.0376111,0.239079,0.760921,0.0704648,0.330475,0.460014,0.00270896,0.215307,0.718338,0.00633975,0.196535,0.593846,0.671556,0.864132,0.305295,0.0729639,0,0.503219,1,0.0137679,1,0.00104824,0.00197551
0.156968,0.00617824,0.119267,0.880733,0.0524738,0.386669,0.410726,0.0113888,0.0621181,0.735968,0.0144449,0.0691708,0.594008,0.671565,0.486479,0.313628,0.0234576,0,0.742137,1,0.0313752,1,0.000808415,0.00209706
0.197253,0.0113616,0.164193,0.835807,0.0344828,0.456953,0.464654,0.00768733,0.108056,0.734906,0.0138728,0.0506151,0.594006,0.671653,0.623239,0.322062,0.0361854,0,0.727138,1,0.0218422,1,0.000848309,0.00199775
0.183515,0.0132739,0.17553,0.82447,0.242879,0.621736,0.750831,0.00680716,0.16514,0.73796,0.000623165,0.0315719,0.59394,0.671561,0.898107,0.307354,0.0343517,0,0.773659,1,0.0201864,1,5.53e+09,0.00210938
0.162066,0.0250586,0.217553,0.782447,0.083958,0.306713,0.380119,0.00354022,0.155117,0.72687,0.0174019,0.022965,0.593873,0.67156,0.680072,0.310523,0.0634292,0,0.782607,1,0.01553,1,0.000132751,0.00213076
0.15031,0.0208264,0.206246,0.793754,0.251874,0.467367,0.523452,0.00770169,0.110288,0.738186,0.0198353,0.0337484,0.593934,0.671578,0.506002,0.320063,0.0328082,0,0.762673,1,0.0165997,0,6.58e+09,0.00206156
0.193081,0.00158947,0.0436859,0.956314,0.0749625,0.308866,0.368621,0.0117291,0.0483207,0.734799,0,0.0154278,0.593996,0.671531,0.991927,0.310457,0.0202962,0,0.805502,1,0.0876206,0,0.00017253,0.00233573
0.185706,0.0117893,0.166883,0.833117,0.2009,0.316776,0.533735,0.00514295,0.111611,0.736455,0.0112099,0.0261087,0.59394,0.67157,0.633721,0.313436,0.0325666,0,0.805005,1,0.0214262,0,0.000105345,0.00228921
0.18381,0.00154297,0.0425673,0.957433,0.0734633,0.452064,0.510735,0.0207701,0.0398008,0.737041,0.000936293,0.00805118,0.594082,0.671759,0.83528,0.330658,0.0120327,0,0.79942,1,0.0897664,0,7.04e+09,0.00230365
0.183178,0.00260809,0.0654836,0.934516,0.0494753,0.255677,0.265258,0.00895415,0.052465,0.733367,0.00699117,0.0204232,0.59397,0.671587,0.736091,0.315665,0.0305293,0,0.778286,1,0.0588962,0,0.00010257,0.00208229
0.207914,0.00527544,0.108172,0.891828,0.248876,0.482645,0.649531,0.00797003,0.110081,0.737205,0,0.0168068,0.593952,0.671597,0.959362,0.324282,0.0264,0,0.829238,1,0.034901,0,5.46e+09,0.00256822
0.221988,0.016254,0.18983,0.81017,0.353823,0.468782,0.722774,0.00589592,0.14372,0.740067,0.00755975,0.0103562,0.59394,0.671573,0.721206,0.314921,0.0310296,0,0.807492,1,0.018376,0,2.31e+08,0.00242033
0.192407,0.0046143,0.0991323,0.900868,0.0584708,0.283433,0.422081,0.0125492,0.0415015,0.736895,0.0146873,0.0130718,0.594058,0.671569,0.386449,0.314193,0.0152099,0,0.816055,1,0.0383357,0,0.000156919,0.00249264
0.199107,0.0139651,0.179188,0.820812,0.34033,0.516034,0.76815,0.00998399,0.0941796,0.745234,0.0122286,0.0200042,0.593956,0.671576,0.495884,0.317485,0.0190607,0,0.812709,1,0.0196983,0,3.58e+09,0.00237306
0.241372,0.000445016,0.0136651,0.986335,0.041979,0.46453,0.446411,0.102158,0.00798656,0.736987,0,0.0508656,0.594212,0.671528,0.448929,0.312432,0.00265645,0,0.80701,1,0.240445,0,0.000992392,0.00226709
0.156546,0.0154935,0.186504,0.813496,0.122939,0.86525,0.853293,0.00803787,0.194781,0.738736,0,0.0153471,0.593953,0.671566,0.999797,0.311432,0.035688,0,0.732172,1,0.0187727,0,2.79e+09,0.00152042
0.239813,0.00638251,0.121595,0.878405,0.0869565,0.369806,0.383067,0.0166423,0.0407104,0.73683,0.0187262,0.00824476,0.594019,0.671648,0.308357,0.324608,0.0164397,0,0.851814,1,0.0307129,0,7.74e+09,0.00338665
0.178121,0.01026,0.156635,0.843365,0.05997,0.311635,0.334484,0.00811074,0.0702722,0.734576,0.0286679,0.00652993,0.593981,0.671715,0.420099,0.330791,0.0325482,0,0.798093,1,0.023073,0,9.11e+09,0.00228613
0.169146,0.00238102,0.0609789,0.939021,0.0614693,0.380467,0.36762,0.014123,0.0493427,0.734948,0.0025035,0.014044,0.594015,0.671488,0.740724,0.307382,0.0207839,0,0.796402,1,0.0632776,0,0.000196698,0.00223552
0.147149,0.00120738,0.0343743,0.965626,0.011994,0.749224,0.719335,0.034945,0.0390735,0.739593,0,0.0548836,0.595159,0.670866,0.996582,0.302249,0.00833118,0,0.748997,1,0.109661,0,0.00345198,0.00208383
